order_id,customer_id,order_date,total_amount,payment_method,order_status
901358,12854,2024-04-10,9525,Credit Card,Delivered
901359,11322,2023-08-13,7725,UPI,Delivered
901360,13749,2025-05-14,6052,Net Banking,Delivered
901361,14151,2024-03-19,23660,COD,Delivered
901362,14790,2025-02-12,3074,UPI,Delivered
901363,10534,2023-09-26,775,COD,Delivered
901364,11819,2024-06-16,21024,UPI,Delivered
901365,14201,2023-11-10,24188,COD,Delivered
901366,12342,2023-04-30,11231,COD,Delivered
901367,12423,2024-04-25,21267,Debit Card,Delivered
901368,14546,2023-04-30,10317,Net Banking,Delivered
901369,11469,2024-12-10,24572,Credit Card,Delivered
901370,14908,2023-05-16,12248,Credit Card,Delivered
901371,14486,2023-03-18,5323,UPI,Delivered
901372,11236,2023-12-20,5881,UPI,Delivered
901373,12715,2023-02-27,5785,Debit Card,Delivered
901374,11709,2023-03-27,3866,UPI,Cancelled
901375,11146,2023-01-01,23044,Credit Card,Delivered
901376,11476,2023-03-18,13825,Net Banking,Delivered
901377,13924,2024-06-05,13546,Debit Card,Delivered
901378,12922,2024-03-19,18032,UPI,Delivered
901379,11856,2024-08-03,2657,Debit Card,Delivered
901380,13225,2023-05-28,10577,Debit Card,Delivered
901381,13965,2024-07-27,5300,Debit Card,Delivered
901382,13380,2024-06-08,5514,UPI,Delivered
901383,14939,2023-07-05,22592,COD,Delivered
901384,11605,2024-11-07,14159,UPI,Delivered
901385,13280,2024-06-05,21292,UPI,Delivered
901386,10552,2025-02-09,12034,UPI,Delivered
901387,12005,2023-06-11,19130,UPI,Cancelled
901388,11837,2023-10-17,10092,UPI,Delivered
901389,11125,2024-02-25,19761,Debit Card,Delivered
901390,11383,2023-07-15,22739,Debit Card,Delivered
901391,11771,2023-02-03,8398,UPI,Delivered
901392,13864,2024-11-02,10728,Net Banking,Delivered
901393,13401,2024-08-19,10178,Net Banking,Delivered
901394,10035,2024-07-23,21439,COD,Delivered
901395,12205,2025-05-22,12615,Net Banking,Delivered
901396,15000,2024-02-12,15312,Credit Card,Delivered
901397,13345,2025-02-15,2301,Credit Card,Delivered
901398,13015,2023-10-24,8626,Net Banking,Delivered
901399,14492,2024-06-20,2089,UPI,Delivered
901400,14303,2023-02-05,11034,Net Banking,Delivered
901401,11781,2023-09-21,13311,Credit Card,Delivered
901402,11629,2024-01-17,11843,Net Banking,Delivered
901403,11330,2023-04-24,23931,Debit Card,Cancelled
901404,11560,2024-09-08,24632,COD,Delivered
901405,10805,2024-08-27,19591,Debit Card,Delivered
901406,12510,2024-08-23,23218,Debit Card,Delivered
901407,14348,2024-03-18,15674,COD,Delivered
901408,11291,2023-06-12,23426,UPI,Delivered
901409,14305,2023-02-07,7362,COD,Delivered
901410,12587,2023-04-02,18954,UPI,Cancelled
901411,14931,2024-09-22,12166,Credit Card,Delivered
901412,12551,2024-12-23,10519,Net Banking,Delivered
901413,10956,2024-11-02,9319,Credit Card,Delivered
901414,14610,2023-04-11,8286,Credit Card,Delivered
901415,10580,2025-05-30,9835,Credit Card,Delivered
901416,11938,2024-05-21,23957,Net Banking,Delivered
901417,11998,2023-06-28,6696,UPI,Delivered
901418,11666,2023-10-11,20978,COD,Delivered
901419,12131,2023-12-21,19811,UPI,Delivered
901420,13741,2023-10-24,23755,UPI,Delivered
901421,12501,2025-06-04,18145,Debit Card,Delivered
901422,11643,2024-06-18,18458,Net Banking,Returned
901423,14713,2024-05-02,5876,UPI,Cancelled
901424,11498,2023-10-06,14088,UPI,Delivered
901425,14603,2024-06-27,9862,Credit Card,Delivered
901426,13205,2024-10-11,8977,Debit Card,Delivered
901427,10622,2024-08-15,23680,COD,Delivered
901428,13145,2023-12-21,662,Debit Card,Delivered
901429,11952,2023-11-15,8433,Credit Card,Delivered
901430,11460,2023-07-14,4101,Credit Card,Delivered
901431,10293,2025-03-14,511,Credit Card,Delivered
901432,10655,2023-04-03,5096,Net Banking,Delivered
901433,12985,2024-03-08,8314,Credit Card,Delivered
901434,13844,2024-07-11,23704,UPI,Delivered
901435,12805,2023-01-27,2961,Net Banking,Delivered
901436,12715,2024-02-19,12730,Credit Card,Delivered
901437,11622,2023-06-11,11848,Net Banking,Delivered
901438,14015,2025-04-23,17777,UPI,Delivered
901439,13254,2023-04-11,14459,Credit Card,Delivered
901440,12847,2024-11-29,8044,Credit Card,Delivered
901441,14881,2024-04-17,21737,UPI,Delivered
901442,14863,2024-12-06,10225,Credit Card,Cancelled
901443,13506,2023-06-07,1851,UPI,Cancelled
901444,10519,2024-05-06,9825,Credit Card,Delivered
901445,12686,2023-01-09,9356,Credit Card,Cancelled
901446,10028,2023-07-31,20839,Debit Card,Returned
901447,10266,2024-03-14,4917,Net Banking,Delivered
901448,11307,2025-06-15,1843,COD,Cancelled
901449,14054,2025-04-03,18089,Debit Card,Returned
901450,13455,2024-11-09,23168,Debit Card,Delivered
901451,10811,2025-05-04,6021,Net Banking,Delivered
901452,14677,2025-02-24,18256,Debit Card,Delivered
901453,13391,2025-03-20,18685,UPI,Delivered
901454,10611,2023-04-21,17791,Debit Card,Returned
901455,14289,2025-04-20,8475,COD,Delivered
901456,12275,2023-07-22,19989,UPI,Cancelled
901457,14547,2025-01-29,21541,Net Banking,Delivered
901458,10203,2023-03-06,12827,Net Banking,Delivered
901459,10402,2024-12-15,23955,Net Banking,Cancelled
901460,12028,2023-06-10,4620,UPI,Cancelled
901461,13851,2024-02-18,22196,Net Banking,Delivered
901462,10890,2024-10-06,10968,Net Banking,Returned
901463,10179,2024-11-20,8893,COD,Cancelled
901464,11980,2024-12-05,15149,Credit Card,Cancelled
901465,12511,2023-09-23,19931,Credit Card,Delivered
901466,12883,2024-07-25,11563,Credit Card,Returned
901467,13985,2023-07-24,4156,Net Banking,Delivered
901468,12045,2024-10-28,12193,UPI,Cancelled
901469,12984,2024-08-06,10299,Net Banking,Delivered
901470,10351,2023-06-05,9881,Credit Card,Delivered
901471,14283,2023-06-22,5592,COD,Cancelled
901472,13419,2023-11-04,21083,Net Banking,Delivered
901473,13831,2024-03-25,19082,Net Banking,Delivered
901474,11968,2023-03-03,24967,Net Banking,Returned
901475,14405,2024-01-08,16668,UPI,Delivered
901476,12225,2024-04-04,11724,COD,Delivered
901477,14523,2024-04-19,15376,COD,Delivered
901478,12788,2024-01-16,5522,COD,Delivered
901479,14627,2024-12-17,18863,COD,Delivered
901480,14344,2024-07-25,1612,Credit Card,Delivered
901481,14312,2023-03-27,19856,Net Banking,Delivered
901482,14809,2023-05-23,6232,COD,Delivered
901483,10438,2025-05-12,19776,Debit Card,Cancelled
901484,12359,2023-01-07,8740,Debit Card,Delivered
901485,13855,2023-10-22,19316,Credit Card,Delivered
901486,10383,2024-11-21,3684,Debit Card,Delivered
901487,14217,2025-01-08,20947,Debit Card,Delivered
901488,10407,2024-06-02,14185,Debit Card,Delivered
901489,14341,2024-10-13,4004,Credit Card,Delivered
901490,10066,2024-06-09,13827,Net Banking,Delivered
901491,12990,2023-02-03,5928,Credit Card,Delivered
901492,10228,2025-06-08,17881,UPI,Cancelled
901493,14978,2025-01-21,10483,UPI,Delivered
901494,12185,2023-11-25,15171,Debit Card,Returned
901495,12242,2025-04-11,21187,Debit Card,Delivered
901496,14802,2024-08-31,8992,Net Banking,Delivered
901497,14754,2025-02-18,9653,Debit Card,Delivered
901498,11513,2024-09-29,24974,UPI,Delivered
901499,10930,2023-02-03,15471,Debit Card,Delivered
901500,14037,2025-03-05,19812,Net Banking,Delivered
901501,12604,2024-02-10,2594,UPI,Delivered
901502,11181,2023-01-18,15319,Debit Card,Delivered
901503,11040,2024-03-05,4214,Net Banking,Delivered
901504,11102,2024-03-03,24982,Net Banking,Delivered
901505,12100,2023-10-20,23672,UPI,Returned
901506,10514,2024-08-02,16582,UPI,Delivered
901507,14840,2025-01-18,24921,UPI,Delivered
901508,13133,2023-03-21,16658,Net Banking,Delivered
901509,11833,2023-03-27,10935,UPI,Delivered
901510,14639,2024-07-25,3431,UPI,Delivered
901511,12458,2023-02-17,14191,Net Banking,Delivered
901512,12203,2024-11-21,12060,Net Banking,Delivered
901513,12681,2025-05-17,4098,UPI,Delivered
901514,12099,2023-03-25,21921,UPI,Delivered
901515,13167,2024-08-29,14872,UPI,Delivered
901516,11928,2023-11-04,11781,Net Banking,Delivered
901517,14451,2023-09-09,21408,COD,Delivered
901518,13117,2024-04-25,16509,Credit Card,Delivered
901519,12888,2025-04-24,14319,Debit Card,Delivered
901520,14344,2023-06-29,23219,Credit Card,Delivered
901521,14629,2024-08-18,11713,Net Banking,Delivered
901522,13531,2023-11-06,20001,COD,Delivered
901523,10790,2024-03-01,13088,Net Banking,Delivered
901524,11301,2024-04-30,10309,UPI,Delivered
901525,11948,2024-10-23,20728,Debit Card,Delivered
901526,12243,2023-02-08,24042,Credit Card,Delivered
901527,11095,2023-10-06,18905,Net Banking,Delivered
901528,11359,2025-03-26,16544,COD,Delivered
901529,13657,2024-09-16,4567,UPI,Cancelled
901530,10308,2024-01-11,9449,COD,Delivered
901531,11451,2024-09-30,23503,Debit Card,Delivered
901532,12124,2023-02-10,21588,COD,Delivered
901533,14883,2024-10-31,21402,COD,Delivered
901534,12843,2024-12-18,21498,UPI,Delivered
901535,11665,2023-02-16,7537,COD,Delivered
901536,13949,2024-04-28,3284,UPI,Delivered
901537,11395,2023-07-04,22320,Debit Card,Returned
901538,14073,2023-03-13,19940,Net Banking,Delivered
901539,13635,2024-07-22,4773,UPI,Delivered
901540,10215,2025-01-20,24848,Net Banking,Delivered
901541,13073,2024-07-27,7479,Credit Card,Delivered
901542,14055,2023-12-08,18116,COD,Delivered
901543,14473,2024-07-22,10266,Net Banking,Delivered
901544,12460,2023-08-31,717,COD,Returned
901545,13707,2023-11-24,23158,UPI,Delivered
901546,13272,2024-09-27,1282,COD,Delivered
901547,11207,2023-06-02,23107,Debit Card,Delivered
901548,10410,2023-09-12,17822,Net Banking,Delivered
901549,13470,2024-12-29,19612,COD,Delivered
901550,10216,2024-02-28,9725,Net Banking,Cancelled
901551,14848,2023-08-20,4842,Net Banking,Delivered
901552,10349,2024-06-12,17514,Debit Card,Delivered
901553,13652,2024-08-14,12585,UPI,Delivered
901554,12879,2024-05-10,16516,COD,Delivered
901555,13666,2023-06-25,13792,Credit Card,Delivered
901556,14750,2024-07-04,7932,Net Banking,Delivered
901557,13070,2023-05-23,15687,UPI,Delivered
901558,13995,2023-01-17,20972,Credit Card,Cancelled
901559,13113,2023-09-06,19544,Net Banking,Delivered
901560,10003,2023-02-04,7405,Credit Card,Delivered
901561,11118,2025-03-11,5675,COD,Returned
901562,11083,2023-05-26,24474,COD,Delivered
901563,14503,2024-12-27,2771,Net Banking,Cancelled
901564,11518,2023-06-14,6534,Net Banking,Delivered
901565,14847,2023-04-21,13382,COD,Delivered
901566,11896,2024-10-08,21520,UPI,Delivered
901567,13580,2023-03-15,6588,Credit Card,Delivered
901568,12634,2024-10-29,15087,Net Banking,Delivered
901569,14984,2024-12-27,24279,Net Banking,Delivered
901570,12380,2023-12-20,21021,Debit Card,Delivered
901571,11013,2023-10-01,10001,Credit Card,Delivered
901572,14265,2023-10-06,21834,COD,Delivered
901573,12824,2024-10-21,21863,Net Banking,Delivered
901574,10849,2023-01-31,12164,Net Banking,Delivered
901575,11705,2024-06-09,12478,COD,Delivered
901576,14094,2024-06-18,12688,Credit Card,Delivered
901577,10206,2024-05-24,11349,UPI,Cancelled
901578,11893,2024-05-28,11172,COD,Delivered
901579,10521,2023-06-27,2078,UPI,Delivered
901580,13577,2023-11-25,11416,Net Banking,Cancelled
901581,12352,2024-07-24,572,UPI,Delivered
901582,12135,2025-03-11,1801,UPI,Returned
901583,14839,2024-11-18,10597,COD,Delivered
901584,12476,2023-06-21,23586,Net Banking,Delivered
901585,14546,2024-01-31,13570,Credit Card,Delivered
901586,10786,2024-08-17,23772,Debit Card,Cancelled
901587,14098,2025-01-04,3876,UPI,Delivered
901588,12791,2023-02-04,7928,Net Banking,Delivered
901589,12158,2023-10-24,22411,Debit Card,Delivered
901590,10679,2024-04-13,12632,Credit Card,Delivered
901591,13529,2024-05-09,14926,Debit Card,Delivered
901592,13560,2024-09-13,1581,Credit Card,Returned
901593,10371,2023-08-23,16430,Debit Card,Cancelled
901594,12938,2023-02-08,17953,Credit Card,Delivered
901595,10722,2023-08-07,4635,UPI,Delivered
901596,14401,2023-08-05,11976,Debit Card,Cancelled
901597,10924,2024-12-06,10957,Credit Card,Cancelled
901598,10836,2024-11-05,2554,Net Banking,Cancelled
901599,12494,2024-09-19,1875,COD,Cancelled
901600,12980,2025-04-19,9861,Debit Card,Delivered
901601,12326,2024-11-03,12394,Debit Card,Delivered
901602,13925,2024-08-23,9059,Debit Card,Delivered
901603,12425,2024-02-24,12747,Debit Card,Delivered
901604,14522,2024-10-14,14445,COD,Delivered
901605,13127,2025-04-03,15060,Debit Card,Delivered
901606,12377,2023-06-23,12488,UPI,Delivered
901607,10454,2024-12-13,3487,UPI,Delivered
901608,13460,2025-05-16,19967,Net Banking,Returned
901609,14860,2025-03-24,17282,COD,Delivered
901610,13502,2025-05-17,13918,Net Banking,Delivered
901611,13548,2023-04-23,23095,UPI,Delivered
901612,11149,2025-05-28,8535,Debit Card,Delivered
901613,10523,2023-06-23,15230,Debit Card,Delivered
901614,14578,2023-03-15,13599,Credit Card,Delivered
901615,10122,2025-04-16,14334,COD,Delivered
901616,13619,2025-03-09,18565,Credit Card,Delivered
901617,14677,2024-09-28,20227,COD,Delivered
901618,13723,2024-06-19,6452,COD,Delivered
901619,13084,2023-02-01,16656,Debit Card,Cancelled
901620,12173,2023-09-11,2183,Debit Card,Delivered
901621,12707,2024-05-11,24040,Net Banking,Delivered
901622,14814,2023-04-23,22635,UPI,Delivered
901623,13308,2023-07-14,22446,UPI,Cancelled
901624,13643,2024-06-11,7170,Debit Card,Delivered
901625,12818,2024-03-16,2462,UPI,Delivered
901626,14502,2024-05-03,16161,COD,Delivered
901627,11485,2024-05-11,18342,UPI,Delivered
901628,10277,2024-12-24,12975,Net Banking,Delivered
901629,11249,2024-09-11,6882,UPI,Cancelled
901630,11125,2023-01-24,24721,UPI,Delivered
901631,12902,2023-10-17,19576,Net Banking,Delivered
901632,11658,2025-06-14,6343,Net Banking,Delivered
901633,11754,2023-11-04,13930,Debit Card,Delivered
901634,14603,2023-10-31,3282,Net Banking,Delivered
901635,13659,2025-05-04,24555,Debit Card,Delivered
901636,13403,2024-09-22,3815,COD,Delivered
901637,14333,2024-11-23,8127,Credit Card,Delivered
901638,10752,2023-02-07,16711,UPI,Delivered
901639,10165,2024-01-21,935,Net Banking,Delivered
901640,11693,2025-01-14,18699,UPI,Delivered
901641,11957,2024-08-03,14009,COD,Delivered
901642,13861,2023-03-23,10616,Credit Card,Delivered
901643,12776,2023-04-28,886,Net Banking,Delivered
901644,13290,2025-03-31,24209,Debit Card,Delivered
901645,11769,2023-02-19,3922,Debit Card,Delivered
901646,12424,2024-10-30,12821,Net Banking,Delivered
901647,14527,2023-03-15,24099,Net Banking,Cancelled
901648,13697,2024-11-25,20154,COD,Delivered
901649,10783,2023-04-16,20398,Credit Card,Delivered
901650,13779,2024-12-01,19079,Net Banking,Delivered
901651,10955,2025-03-28,12501,Debit Card,Delivered
901652,11993,2025-02-22,3770,Credit Card,Delivered
901653,11660,2024-08-21,7200,Net Banking,Delivered
901654,10141,2025-05-11,23246,Credit Card,Delivered
901655,10720,2023-11-22,8882,COD,Cancelled
901656,11651,2024-11-14,22665,Net Banking,Delivered
901657,13574,2025-02-02,10435,Net Banking,Delivered
901658,13475,2023-12-22,6432,Credit Card,Delivered
901659,11016,2024-04-12,18634,Net Banking,Delivered
901660,14384,2024-10-17,2937,Credit Card,Delivered
901661,10343,2023-10-11,6267,Credit Card,Delivered
901662,13184,2023-07-04,6558,Net Banking,Cancelled
901663,12702,2023-06-03,24879,Debit Card,Delivered
901664,10976,2025-05-03,8206,COD,Delivered
901665,12584,2023-04-28,13739,Credit Card,Delivered
901666,13121,2023-09-24,20788,Debit Card,Delivered
901667,11824,2024-01-20,24175,Credit Card,Delivered
901668,14427,2025-04-16,14753,Debit Card,Delivered
901669,14461,2023-09-12,3838,Net Banking,Cancelled
901670,10011,2023-08-29,15491,COD,Delivered
901671,14605,2023-06-20,3047,Debit Card,Delivered
901672,12628,2024-09-08,18358,UPI,Delivered
901673,11469,2024-07-01,12026,Credit Card,Delivered
901674,11114,2024-07-31,9423,Debit Card,Delivered
901675,10622,2023-07-04,14858,COD,Delivered
901676,10901,2024-12-02,8365,COD,Delivered
901677,13748,2024-10-28,13604,COD,Delivered
901678,14065,2025-06-11,3165,Debit Card,Delivered
901679,11472,2024-02-14,12160,Debit Card,Delivered
901680,13104,2025-01-08,7326,Net Banking,Delivered
901681,10327,2024-10-14,11625,UPI,Delivered
901682,10074,2024-08-10,9463,Debit Card,Delivered
901683,10251,2023-05-26,24867,Net Banking,Delivered
901684,12498,2023-02-07,24485,Credit Card,Delivered
901685,12403,2024-05-04,1446,UPI,Delivered
901686,14629,2023-09-19,21368,COD,Delivered
901687,10296,2023-05-06,12540,UPI,Delivered
901688,10298,2024-08-26,13089,Credit Card,Delivered
901689,10302,2025-03-06,23485,Debit Card,Returned
901690,14608,2023-12-11,11832,Debit Card,Returned
901691,10585,2023-09-18,1192,Net Banking,Delivered
901692,13625,2024-03-18,20997,Debit Card,Delivered
901693,11635,2025-05-28,23512,Debit Card,Delivered
901694,10053,2023-04-18,3923,UPI,Delivered
901695,12277,2024-07-10,8338,Credit Card,Delivered
901696,12688,2025-05-29,659,COD,Cancelled
901697,12845,2024-03-12,18172,COD,Delivered
901698,14887,2024-05-28,15907,Net Banking,Delivered
901699,14591,2024-12-13,22444,Credit Card,Delivered
901700,14949,2023-03-31,16974,UPI,Delivered
901701,12719,2023-08-03,14671,COD,Returned
901702,13936,2024-09-18,11518,Net Banking,Delivered
901703,10663,2023-11-15,21639,Debit Card,Delivered
901704,10008,2024-08-26,18797,Debit Card,Delivered
901705,13684,2025-04-17,23624,UPI,Delivered
901706,13088,2024-11-28,16086,COD,Delivered
901707,14762,2025-02-10,22358,Debit Card,Delivered
901708,10669,2024-10-31,22948,Net Banking,Delivered
901709,13165,2023-02-26,6635,Net Banking,Delivered
901710,11286,2024-07-12,12039,COD,Delivered
901711,13621,2024-02-06,22157,UPI,Delivered
901712,10161,2023-08-10,18250,Net Banking,Delivered
901713,12399,2024-04-19,10896,Credit Card,Delivered
901714,13246,2023-04-18,779,Net Banking,Delivered
901715,10018,2025-05-12,5192,UPI,Cancelled
901716,12534,2025-03-22,5492,Net Banking,Delivered
901717,14447,2023-06-29,24242,Debit Card,Delivered
901718,12576,2023-06-26,7397,UPI,Delivered
901719,14968,2024-05-01,1399,Debit Card,Delivered
901720,12318,2024-02-18,18919,Debit Card,Delivered
901721,12919,2024-11-22,12254,COD,Delivered
901722,11054,2023-02-06,14602,UPI,Delivered
901723,10316,2024-07-28,13949,Debit Card,Delivered
901724,14833,2023-09-25,11869,COD,Cancelled
901725,12212,2025-02-23,17600,COD,Delivered
901726,10320,2025-03-12,5044,Debit Card,Delivered
901727,14528,2024-01-23,10701,Debit Card,Delivered
901728,12716,2023-12-20,21581,Credit Card,Delivered
901729,10634,2025-03-24,22874,UPI,Delivered
901730,11706,2023-09-27,9851,COD,Delivered
901731,14821,2023-09-26,17991,UPI,Delivered
901732,10673,2024-03-17,18905,COD,Delivered
901733,12280,2023-11-01,24158,Net Banking,Delivered
901734,13548,2023-09-03,5274,Net Banking,Delivered
901735,10471,2023-06-27,6414,COD,Delivered
901736,13232,2023-03-08,11313,Credit Card,Returned
901737,12608,2023-10-04,12817,Net Banking,Delivered
901738,13333,2023-07-27,9194,UPI,Cancelled
901739,12621,2023-11-03,16801,Debit Card,Delivered
901740,14698,2024-07-03,10592,UPI,Delivered
901741,11383,2024-09-22,19947,UPI,Delivered
901742,14376,2024-06-21,21727,UPI,Delivered
901743,11186,2024-06-01,4967,COD,Delivered
901744,11911,2023-10-01,10452,COD,Delivered
901745,10916,2023-08-21,4918,UPI,Delivered
901746,11618,2023-04-24,15800,Debit Card,Delivered
901747,11684,2023-05-14,23482,Credit Card,Delivered
901748,12426,2024-02-29,17971,Credit Card,Delivered
901749,10426,2025-04-04,7958,Net Banking,Delivered
901750,11788,2024-11-20,9859,Net Banking,Delivered
901751,12585,2023-01-25,24731,Debit Card,Delivered
901752,14649,2024-07-13,8590,UPI,Delivered
901753,10169,2023-10-07,15108,COD,Cancelled
901754,10515,2023-12-09,1346,Net Banking,Delivered
901755,13436,2025-03-23,15256,UPI,Delivered
901756,14526,2025-03-21,5682,Credit Card,Delivered
901757,12617,2023-03-13,22128,Debit Card,Delivered
901758,12378,2023-07-20,15307,COD,Delivered
901759,10691,2023-11-22,20487,COD,Delivered
901760,13205,2023-02-02,20439,Net Banking,Delivered
901761,12505,2023-04-07,21166,UPI,Delivered
901762,10353,2024-07-10,2469,COD,Delivered
901763,11118,2023-09-20,5719,Credit Card,Delivered
901764,11406,2025-05-23,862,Credit Card,Cancelled
901765,13940,2023-03-11,6760,Debit Card,Delivered
901766,14175,2025-03-23,6238,Debit Card,Delivered
901767,10678,2023-10-20,20684,Credit Card,Delivered
901768,10551,2024-12-30,8511,Credit Card,Returned
901769,10820,2023-07-26,21321,UPI,Delivered
901770,10214,2023-06-21,20644,COD,Delivered
901771,11667,2025-01-27,9815,UPI,Cancelled
901772,14765,2024-01-30,3841,Debit Card,Cancelled
901773,10894,2023-09-13,3457,Debit Card,Delivered
901774,14255,2023-09-21,22545,Debit Card,Delivered
901775,14077,2023-09-21,12232,COD,Delivered
901776,13906,2024-05-31,6848,Net Banking,Delivered
901777,12787,2023-01-10,23805,Debit Card,Delivered
901778,12249,2023-09-28,7136,Debit Card,Cancelled
901779,10022,2025-01-11,23990,UPI,Delivered
901780,13314,2023-11-08,7477,UPI,Delivered
901781,11262,2024-01-05,1614,Net Banking,Cancelled
901782,11173,2024-07-20,19110,Net Banking,Delivered
901783,14881,2025-06-17,17623,Net Banking,Delivered
901784,12055,2024-07-06,8729,Net Banking,Delivered
901785,11893,2024-10-11,8676,UPI,Delivered
901786,12816,2024-01-26,18514,Debit Card,Delivered
901787,14675,2023-04-25,8187,UPI,Delivered
901788,14585,2024-07-28,2085,Credit Card,Delivered
901789,11788,2023-12-10,9940,Credit Card,Delivered
901790,11991,2024-02-14,8329,Debit Card,Delivered
901791,14318,2024-06-29,7790,Net Banking,Delivered
901792,12461,2024-01-13,4877,Debit Card,Cancelled
901793,12632,2025-02-02,15236,Credit Card,Delivered
901794,12269,2024-03-31,18065,Debit Card,Delivered
901795,12177,2024-02-27,661,Net Banking,Delivered
901796,10877,2024-03-19,17743,UPI,Delivered
901797,13493,2023-07-16,6165,Net Banking,Delivered
901798,14259,2025-05-17,23096,UPI,Delivered
901799,10955,2023-12-29,3441,Credit Card,Delivered
901800,14120,2024-02-14,22322,COD,Delivered
901801,14289,2025-02-02,20423,Debit Card,Delivered
901802,10878,2024-07-27,13542,COD,Delivered
901803,14486,2024-01-29,16976,Net Banking,Delivered
901804,12545,2025-01-06,6330,UPI,Delivered
901805,12177,2024-05-23,5705,Net Banking,Delivered
901806,12601,2025-05-17,17043,Net Banking,Delivered
901807,13108,2024-07-19,1909,Credit Card,Delivered
901808,13529,2024-11-01,11063,Net Banking,Delivered
901809,12409,2023-10-21,1660,Debit Card,Delivered
901810,14861,2025-05-31,923,Credit Card,Delivered
901811,11974,2023-01-25,1865,COD,Delivered
901812,13949,2023-08-25,2220,Net Banking,Delivered
901813,11239,2024-04-05,18195,COD,Delivered
901814,12335,2023-11-17,24230,Debit Card,Delivered
901815,10768,2023-04-10,23171,Debit Card,Delivered
901816,12417,2025-01-09,16448,Debit Card,Delivered
901817,14995,2024-11-20,21397,COD,Delivered
901818,13546,2024-02-12,22603,COD,Delivered
901819,12310,2023-06-04,24613,UPI,Delivered
901820,14884,2024-03-09,9066,Credit Card,Delivered
901821,14207,2025-01-20,2301,Net Banking,Delivered
901822,14237,2024-03-09,696,Credit Card,Delivered
901823,10745,2023-05-23,22359,Debit Card,Delivered
901824,12583,2024-06-12,11200,Net Banking,Delivered
901825,14175,2023-10-12,4797,UPI,Delivered
901826,11518,2023-01-05,1811,Credit Card,Returned
901827,12557,2024-06-06,10585,Debit Card,Delivered
901828,14162,2024-12-20,12741,Net Banking,Delivered
901829,13984,2024-03-11,2992,Net Banking,Delivered
901830,11395,2024-02-22,14922,Debit Card,Delivered
901831,10287,2023-03-22,2332,COD,Delivered
901832,13248,2024-06-28,7288,Credit Card,Cancelled
901833,14219,2025-03-27,22556,Net Banking,Delivered
901834,12603,2024-01-12,9846,COD,Cancelled
901835,10004,2023-06-08,21418,UPI,Delivered
901836,10412,2025-02-24,7939,Net Banking,Cancelled
901837,14346,2024-09-18,16293,Net Banking,Delivered
901838,13728,2023-08-05,12227,UPI,Delivered
901839,11918,2025-02-11,4552,UPI,Delivered
901840,11357,2024-10-31,12231,Net Banking,Delivered
901841,10158,2023-02-14,5009,Debit Card,Delivered
901842,11601,2024-09-23,10968,UPI,Delivered
901843,12885,2023-08-03,18592,COD,Delivered
901844,13490,2024-05-25,5377,UPI,Delivered
901845,12383,2023-05-08,1575,Net Banking,Delivered
901846,10153,2023-09-11,358,Net Banking,Returned
901847,11630,2024-07-03,20607,Credit Card,Delivered
901848,12797,2025-05-26,17300,COD,Delivered
901849,12882,2024-12-22,14392,Credit Card,Returned
901850,13803,2023-12-18,3971,UPI,Delivered
901851,12806,2024-08-28,22467,Credit Card,Delivered
901852,14081,2024-06-24,18395,Net Banking,Delivered
901853,13471,2023-06-13,1642,Debit Card,Cancelled
901854,11056,2024-10-10,5052,UPI,Delivered
901855,12580,2024-06-18,5232,Net Banking,Delivered
901856,14149,2023-05-11,1323,UPI,Delivered
901857,12766,2024-08-20,7265,Credit Card,Delivered
901858,11329,2024-11-26,17417,Credit Card,Delivered
901859,14045,2024-05-18,8889,UPI,Delivered
901860,12393,2024-02-28,9460,UPI,Delivered
901861,13154,2025-01-18,761,Credit Card,Returned
901862,10001,2023-07-03,17445,UPI,Delivered
901863,10167,2025-04-05,10689,Credit Card,Delivered
901864,13255,2024-11-01,892,UPI,Delivered
901865,11886,2024-06-06,5996,Debit Card,Delivered
901866,14369,2024-07-07,24505,UPI,Returned
901867,10900,2023-08-23,19031,UPI,Cancelled
901868,12249,2023-05-11,18130,Net Banking,Delivered
901869,13264,2024-11-27,1742,Debit Card,Delivered
901870,13413,2023-01-14,3106,Credit Card,Delivered
901871,13578,2025-03-24,15520,Credit Card,Delivered
901872,12188,2025-02-04,24134,COD,Delivered
901873,11220,2024-10-20,3625,Debit Card,Delivered
901874,13133,2024-01-15,6947,Debit Card,Delivered
901875,10360,2023-03-01,20440,UPI,Delivered
901876,12040,2023-10-19,18020,Net Banking,Delivered
901877,13938,2023-06-09,22081,Credit Card,Delivered
901878,13155,2024-03-22,9293,Credit Card,Delivered
901879,10334,2024-06-21,8372,Net Banking,Cancelled
901880,10731,2024-07-30,15453,Net Banking,Delivered
901881,11498,2024-01-21,10849,Debit Card,Cancelled
901882,11418,2023-03-11,11749,Net Banking,Delivered
901883,13764,2024-01-17,11787,Net Banking,Delivered
901884,11744,2024-11-15,7889,UPI,Delivered
901885,14117,2023-08-13,9087,Debit Card,Delivered
901886,11974,2024-05-22,2347,COD,Delivered
901887,10879,2024-10-26,8518,COD,Delivered
901888,14273,2023-02-09,2728,Credit Card,Delivered
901889,12885,2023-05-26,5739,Net Banking,Delivered
901890,13008,2024-01-01,430,UPI,Delivered
901891,12596,2024-09-01,19751,Net Banking,Returned
901892,12298,2023-09-05,20035,Credit Card,Delivered
