order_item_id,order_id,product_id,quantity,discount
3801,911018,143,4,2
3802,908388,227,2,7
3803,906821,125,3,30
3804,913051,258,1,31
3805,904572,396,3,26
3806,906373,78,2,15
3807,913298,437,2,15
3808,907576,115,2,39
3809,905026,255,2,32
3810,900491,242,1,15
3811,910459,316,2,35
3812,912801,66,4,6
3813,906165,427,4,28
3814,907111,290,4,39
3815,907592,412,2,27
3816,906252,261,2,38
3817,911599,419,4,15
3818,912110,16,4,1
3819,903422,294,4,28
3820,906452,234,2,35
3821,910497,99,2,4
3822,914773,430,1,12
3823,908771,382,3,5
3824,906561,172,4,7
3825,904107,428,3,8
3826,909559,261,1,16
3827,903497,120,3,1
3828,907513,174,2,34
3829,912100,488,2,9
3830,907400,174,1,33
3831,905425,244,4,3
3832,908380,205,4,34
3833,901504,247,2,38
3834,912718,321,4,23
3835,913780,285,2,18
3836,904112,2,1,6
3837,902772,319,4,29
3838,911800,81,1,22
3839,914206,164,1,5
3840,909224,166,4,4
3841,914967,242,1,26
3842,910735,370,1,21
3843,901348,375,4,12
3844,909118,88,2,10
3845,900309,402,2,20
3846,903567,264,3,31
3847,911829,28,3,5
3848,907617,388,1,11
3849,905787,422,2,37
3850,902527,82,1,6
3851,909997,448,4,10
3852,908406,239,3,27
3853,904231,377,2,28
3854,909168,328,1,39
3855,904507,314,4,26
3856,911684,447,1,31
3857,906723,276,4,8
3858,911116,188,1,39
3859,909528,365,3,19
3860,904690,419,2,22
3861,904366,465,2,36
3862,904481,37,2,31
3863,904115,459,2,1
3864,902371,191,2,8
3865,900854,124,3,11
3866,906831,496,4,33
3867,905097,291,2,18
3868,910738,180,1,26
3869,908385,402,1,2
3870,913191,185,4,39
3871,900989,364,2,37
3872,912079,276,2,18
3873,909479,111,4,0
3874,909545,187,3,30
3875,910613,324,4,13
3876,913424,154,3,32
3877,901011,269,2,28
3878,903296,405,3,10
3879,903642,360,3,36
3880,913676,344,3,20
3881,900352,479,1,5
3882,903152,494,1,18
3883,914149,356,2,13
3884,912194,183,2,38
3885,900176,298,4,17
3886,913152,339,4,1
3887,900166,481,2,37
3888,908616,355,1,19
3889,909043,279,2,1
3890,906753,198,3,2
3891,910653,428,1,38
3892,909848,26,1,17
3893,906821,449,4,20
3894,908947,76,1,29
3895,913959,114,4,22
3896,905354,307,3,8
3897,907248,74,1,2
3898,910701,346,3,25
3899,911815,155,4,19
3900,913823,165,3,22
3901,903836,489,3,32
3902,914693,254,2,36
3903,904242,40,3,22
3904,911146,283,3,37
3905,912472,65,4,36
3906,914103,444,4,4
3907,904695,312,1,13
3908,903512,112,2,37
3909,913288,462,2,22
3910,902276,308,4,38
3911,903489,357,4,11
3912,902989,181,2,16
3913,913388,270,2,12
3914,905332,160,3,15
3915,909595,224,1,26
3916,908098,211,3,23
3917,910118,456,2,36
3918,908824,419,4,8
3919,906026,49,4,16
3920,901738,142,2,22
3921,914147,187,4,11
3922,905286,133,1,3
3923,913135,95,1,4
3924,903500,32,3,30
3925,903839,216,3,6
3926,901801,406,4,10
3927,912484,61,4,11
3928,909830,405,3,37
3929,906002,33,2,0
3930,910491,463,3,7
3931,912702,307,2,16
3932,904414,176,1,20
3933,900545,143,4,3
3934,902700,259,3,27
3935,910359,222,3,36
3936,910723,185,2,30
3937,900704,312,4,21
3938,909213,489,4,8
3939,904684,62,3,25
3940,910403,274,2,32
3941,907146,361,2,35
3942,912390,328,1,36
3943,904670,83,3,23
3944,900373,440,4,3
3945,914993,176,2,8
3946,912257,347,4,14
3947,913602,389,3,32
3948,903155,493,1,4
3949,901469,474,3,25
3950,914810,142,2,2
3951,904158,297,4,31
3952,902662,188,4,20
3953,912010,306,3,0
3954,900095,63,2,25
3955,910506,65,2,26
3956,904530,160,4,35
3957,903191,219,1,32
3958,912084,18,3,20
3959,901927,18,4,29
3960,905034,425,3,20
3961,912601,363,4,15
3962,900673,121,2,36
3963,912214,75,1,8
3964,900239,70,2,28
3965,908938,179,1,19
3966,902787,221,3,7
3967,905047,36,2,13
3968,906921,389,2,37
3969,912461,111,4,6
3970,904902,34,4,16
3971,909363,271,2,9
3972,914816,122,4,36
3973,906498,137,3,24
3974,907980,481,3,22
3975,904414,465,1,39
3976,906891,101,1,35
3977,913197,395,4,17
3978,900809,372,4,29
3979,901591,298,3,38
3980,900719,486,4,5
3981,902447,191,2,14
3982,912644,169,3,23
3983,912384,189,1,28
3984,910382,158,3,15
3985,903550,497,4,8
3986,907611,397,4,5
3987,903758,203,1,13
3988,907246,241,3,16
3989,912828,135,1,10
3990,909915,371,3,27
3991,910226,250,3,6
3992,902659,314,4,32
3993,910150,426,3,28
3994,909698,448,3,28
3995,910377,115,2,1
3996,914192,377,4,29
3997,900276,301,3,18
3998,913602,85,3,9
3999,900743,327,4,0
4000,906213,406,2,34
4001,903233,369,1,16
4002,908348,224,3,33
4003,902229,260,3,33
4004,906820,207,3,36
4005,913982,376,1,15
4006,913551,167,1,4
4007,913339,366,4,12
4008,907346,341,1,0
4009,910218,229,1,15
4010,909980,425,4,7
4011,905771,41,3,5
4012,910129,486,1,12
4013,906778,425,4,8
4014,906834,156,4,38
4015,904716,171,1,33
4016,902080,128,1,8
4017,907191,448,3,1
4018,906317,134,2,11
4019,909746,322,4,4
4020,910646,383,3,22
4021,912316,115,4,7
4022,912081,415,2,29
4023,903882,347,4,11
4024,911535,265,2,2
4025,914612,257,2,29
4026,901440,15,2,19
4027,903543,151,1,38
4028,903640,401,1,31
4029,911720,314,4,38
4030,902357,327,4,24
4031,905547,104,4,33
4032,902898,195,4,13
4033,913412,98,2,35
4034,903955,437,1,31
4035,900765,83,3,37
4036,900087,286,3,12
4037,903350,266,1,11
4038,902146,311,3,32
4039,903043,170,2,32
4040,901488,252,2,36
4041,907809,498,4,3
4042,905105,231,1,15
4043,904019,432,4,17
4044,911833,384,2,27
4045,905162,111,2,4
4046,907988,210,4,7
4047,914925,279,1,37
4048,906623,471,1,16
4049,914318,388,2,18
4050,902544,490,3,32
4051,914106,227,1,21
4052,904312,201,1,25
4053,913276,459,1,14
4054,906079,65,1,32
4055,908673,500,4,9
4056,907357,138,3,4
4057,913912,254,3,15
4058,909330,367,4,8
4059,904030,479,1,29
4060,912611,14,1,14
4061,914269,348,2,37
4062,914894,111,1,21
4063,907039,36,1,2
4064,907320,472,2,17
4065,901070,28,3,21
4066,908831,315,4,31
4067,912789,260,4,35
4068,913384,462,4,4
4069,913804,122,2,0
4070,900910,69,4,27
4071,914210,372,1,5
4072,913823,480,3,22
4073,914470,145,1,22
4074,911852,376,4,0
4075,914397,98,3,14
4076,901700,378,2,8
4077,903418,421,2,13
4078,908157,446,4,25
4079,901476,474,1,16
4080,907198,114,1,19
4081,901916,159,2,37
4082,911312,220,4,36
4083,910484,253,1,6
4084,914096,412,3,27
4085,906464,477,2,30
4086,908824,181,2,35
4087,908968,292,4,2
4088,905984,384,2,33
4089,909635,154,2,4
4090,904072,86,4,29
4091,910264,227,4,7
4092,907199,28,3,6
4093,900621,445,4,13
4094,912903,108,2,16
4095,909378,384,1,14
4096,906533,22,4,6
4097,914117,434,3,8
4098,907524,291,3,4
4099,912369,338,3,33
4100,905524,373,1,30
4101,902704,69,1,36
4102,900875,253,1,22
4103,904695,477,2,35
4104,907307,11,4,30
4105,905745,216,3,19
4106,913380,294,1,19
4107,902416,375,3,6
4108,913228,443,2,29
4109,908919,173,3,10
4110,903517,300,3,33
4111,906943,281,2,36
4112,911077,16,3,0
4113,906875,124,1,37
4114,908413,404,1,32
4115,901229,182,1,19
4116,901517,397,4,39
4117,900483,163,3,10
4118,902621,140,2,1
4119,902441,248,2,3
4120,906962,191,4,33
4121,912946,4,4,37
4122,909725,36,1,21
4123,908207,350,2,31
4124,906424,477,4,31
4125,913151,338,4,21
4126,913045,489,1,4
4127,913487,349,3,4
4128,911975,393,3,27
4129,909929,202,3,13
4130,900635,266,3,4
4131,906608,181,4,20
4132,910720,8,2,2
4133,901303,251,3,11
4134,905623,120,4,32
4135,901684,315,1,18
4136,900557,256,1,39
4137,904215,241,4,6
4138,900292,403,2,11
4139,901929,172,1,10
4140,914606,300,1,14
4141,901451,290,2,36
4142,910573,309,2,21
4143,904541,259,2,30
4144,914673,87,2,2
4145,900918,239,4,4
4146,902693,258,2,32
4147,908804,188,1,13
4148,913115,430,2,10
4149,910016,15,3,19
4150,905085,99,2,30
4151,911629,368,2,15
4152,901228,123,3,8
4153,901571,384,4,4
4154,906404,263,3,17
4155,903281,189,3,19
4156,902517,419,4,27
4157,900338,291,3,18
4158,913615,69,4,12
4159,913415,177,2,17
4160,908265,467,3,17
4161,905198,351,4,12
4162,909718,2,1,10
4163,912010,162,1,4
4164,914780,492,2,35
4165,914186,110,3,11
4166,909779,269,4,18
4167,913400,192,3,20
4168,913197,35,1,4
4169,909379,98,3,32
4170,902320,462,3,0
4171,907403,419,4,10
4172,914404,229,4,34
4173,903331,410,1,4
4174,907230,300,3,24
4175,910575,234,1,10
4176,909247,135,4,21
4177,902177,484,4,5
4178,908510,295,2,39
4179,914081,341,3,0
4180,901185,207,2,12
4181,912122,397,4,18
4182,911765,468,1,21
4183,902730,243,2,28
4184,914529,98,1,29
4185,908613,346,2,2
4186,906708,260,4,6
4187,907410,354,4,28
4188,904131,84,2,5
4189,910312,19,3,9
4190,904783,121,1,30
4191,909571,485,4,7
4192,910611,287,3,5
4193,902178,211,1,6
4194,906572,247,2,5
4195,911701,43,2,18
4196,903658,64,1,26
4197,907818,254,4,1
4198,913229,258,1,21
4199,900332,474,1,38
4200,911623,278,1,35
4201,908378,337,3,32
4202,909112,88,1,11
4203,904080,332,1,28
4204,908470,278,4,8
4205,905673,232,1,22
4206,913829,212,2,25
4207,911350,323,4,27
4208,904740,271,3,7
4209,904818,43,4,10
4210,911486,270,4,10
4211,910350,368,2,30
4212,910209,74,1,12
4213,902070,127,4,15
4214,903644,20,4,10
4215,911078,23,3,37
4216,900486,310,2,32
4217,911118,457,4,34
4218,912272,103,3,17
4219,911238,62,4,30
4220,900372,499,2,30
4221,914091,62,1,10
4222,909390,448,1,37
4223,902183,330,4,6
4224,912568,437,1,29
4225,905256,488,4,17
4226,908460,317,4,37
4227,912682,53,3,18
4228,904491,131,1,16
4229,914228,396,1,25
4230,903302,124,4,19
4231,903607,20,4,2
4232,900278,25,2,8
4233,907853,473,4,21
4234,902070,28,1,33
4235,907207,16,3,33
4236,901833,435,4,18
4237,902104,168,3,37
4238,906979,277,4,3
4239,901148,71,4,2
4240,912323,332,4,25
4241,909488,496,4,1
4242,900658,362,4,18
4243,902445,227,4,21
4244,908214,338,2,5
4245,912279,210,1,31
4246,906153,395,2,37
4247,911846,160,1,4
4248,909071,251,2,17
4249,905513,377,2,37
4250,909234,97,1,34
4251,912525,431,4,38
4252,904800,429,2,38
4253,903809,225,4,19
4254,913606,463,4,15
4255,903123,274,1,13
4256,907994,214,4,38
4257,903862,134,2,38
4258,910081,187,4,23
4259,914008,470,2,7
4260,911254,262,3,21
4261,900620,271,3,34
4262,907197,102,3,5
4263,906839,350,2,1
4264,907801,248,1,0
4265,914416,445,2,14
4266,910628,374,3,28
4267,911428,286,2,7
4268,905066,430,1,33
4269,912320,494,2,11
4270,906368,480,4,25
4271,907438,468,2,17
4272,914036,401,4,7
4273,904882,221,2,38
4274,914275,459,1,37
4275,900710,370,1,39
4276,908146,491,3,8
4277,911488,84,1,38
4278,914985,105,2,31
4279,900282,212,4,9
4280,907283,264,1,35
4281,913930,178,3,23
4282,914256,145,1,7
4283,902323,313,3,24
4284,904934,442,4,25
4285,904226,460,1,11
4286,914108,96,2,25
4287,914448,470,2,34
4288,903284,27,2,23
4289,901230,58,1,15
4290,908161,101,4,37
4291,902756,435,2,5
4292,906069,175,2,39
4293,911228,57,1,38
4294,903301,306,3,17
4295,911050,346,3,35
4296,912062,159,2,12
4297,906269,285,2,33
4298,903209,223,4,38
4299,900263,280,3,21
4300,912644,191,2,6
4301,900821,324,4,17
4302,912796,494,3,20
4303,901231,462,2,26
4304,908155,77,4,7
4305,903697,407,2,31
4306,902554,264,2,4
4307,903717,269,1,13
4308,911366,129,3,1
4309,914789,250,4,38
4310,912502,191,1,23
4311,907767,27,2,12
4312,913965,337,3,21
4313,909542,169,1,10
4314,904015,393,3,18
4315,907661,27,4,29
4316,912589,346,4,3
4317,904970,369,2,27
4318,909570,405,2,10
4319,901282,363,2,3
4320,906537,46,1,15
4321,904500,432,2,25
4322,913130,324,2,27
4323,905973,398,3,30
4324,904861,426,2,6
4325,904284,237,4,15
4326,910891,187,4,26
4327,912648,203,1,37
4328,914613,62,4,12
4329,900722,260,3,21
4330,910946,59,2,36
4331,907733,418,4,22
4332,914820,389,1,18
4333,906877,32,3,5
4334,905490,336,4,11
4335,913974,92,4,10
4336,907504,66,2,11
4337,907960,291,4,7
4338,909922,264,4,10
4339,911615,57,1,9
4340,901223,409,3,28
4341,900932,407,2,14
4342,902853,164,1,33
4343,905266,153,2,0
4344,909371,401,3,38
4345,906878,191,2,5
4346,912362,242,1,28
4347,901769,64,4,26
4348,901119,218,4,33
4349,910576,366,4,12
4350,909491,165,2,38
4351,913626,85,1,17
4352,909713,389,4,13
4353,911556,152,3,20
4354,909889,458,4,31
4355,910045,194,4,30
4356,912166,218,2,35
4357,907248,201,2,28
4358,910349,48,4,23
4359,909732,245,1,28
4360,907292,414,3,9
4361,908180,295,2,35
4362,903721,249,1,2
4363,900281,100,4,23
4364,911844,191,1,36
4365,900057,224,1,21
4366,906469,57,2,13
4367,900091,328,3,1
4368,900004,445,3,21
4369,908725,3,2,23
4370,907627,132,3,17
4371,908607,255,2,17
4372,908828,89,1,35
4373,905329,177,4,29
4374,908455,91,1,36
4375,908937,400,2,1
4376,913915,23,2,18
4377,905745,239,1,35
4378,906259,26,1,37
4379,914733,207,4,12
4380,900311,115,1,14
4381,908799,282,3,25
4382,905828,382,3,23
4383,909737,375,4,32
4384,906970,409,2,2
4385,911179,426,2,39
4386,900109,203,2,36
4387,902334,333,1,8
4388,906616,44,2,14
4389,904464,1,1,24
4390,905226,164,4,38
4391,904096,351,2,39
4392,911716,371,1,30
4393,904157,278,3,16
4394,910307,100,1,25
4395,912661,389,1,37
4396,902295,493,3,30
4397,904519,117,4,14
4398,911165,403,2,6
4399,906412,368,3,19
4400,900338,223,1,9
4401,905573,471,2,4
4402,912055,317,2,15
4403,911453,342,2,8
4404,900613,313,1,30
4405,907796,351,4,2
4406,902812,149,2,0
4407,914751,323,4,25
4408,906924,53,2,26
4409,903319,188,3,28
4410,902736,61,3,31
4411,910224,331,2,27
4412,910774,268,2,29
4413,903431,42,4,25
4414,904020,128,3,21
4415,907405,473,3,23
4416,908709,176,4,25
4417,902803,85,2,6
4418,902132,199,1,0
4419,906139,223,1,39
4420,908528,203,4,22
4421,913516,193,3,1
4422,911526,206,1,10
4423,903326,431,1,6
4424,906615,279,4,13
4425,908256,484,1,12
4426,903898,299,4,0
4427,902302,325,1,26
4428,905529,40,4,2
4429,913949,312,4,36
4430,907221,69,1,26
4431,900384,66,2,39
4432,914434,166,2,13
4433,908317,70,1,28
4434,914440,337,3,19
4435,902580,133,1,36
4436,904073,334,3,17
4437,906787,228,1,21
4438,912736,316,2,29
4439,909095,303,2,11
4440,904355,238,4,33
4441,906059,348,3,25
4442,902284,76,3,35
4443,905933,353,4,35
4444,911652,40,3,17
4445,912450,280,1,24
4446,902261,18,1,4
4447,910668,122,3,26
4448,904864,75,3,36
4449,900426,238,3,11
4450,907354,217,2,38
4451,903636,243,4,21
4452,909668,253,4,10
4453,908113,339,1,9
4454,908332,452,3,35
4455,906707,446,2,37
4456,914421,263,4,17
4457,910351,466,3,10
4458,903042,271,2,15
4459,905255,490,3,24
4460,900115,112,4,2
4461,914526,335,2,1
4462,905563,194,2,26
4463,900040,361,2,10
4464,903506,164,1,5
4465,900110,59,1,27
4466,912200,71,2,2
4467,900537,285,4,14
4468,912921,409,4,5
4469,914086,439,4,14
4470,910971,21,1,35
4471,906080,433,4,16
4472,907523,12,3,29
4473,904652,8,1,39
4474,902049,85,3,5
4475,905713,425,2,10
4476,913189,24,4,36
4477,905548,420,3,7
4478,905434,258,3,16
4479,913202,413,3,0
4480,907469,13,1,0
4481,907610,89,4,38
4482,905283,7,3,29
4483,905796,239,4,19
4484,903626,296,3,22
4485,904098,484,1,30
4486,906930,59,2,22
4487,911427,442,4,4
4488,906123,356,4,5
4489,909494,395,3,35
4490,904919,413,4,16
4491,909135,17,3,36
4492,915000,141,1,26
4493,906176,9,2,9
4494,908177,478,3,27
4495,913410,170,4,1
4496,900229,393,2,6
4497,911633,21,4,7
4498,900778,334,3,35
4499,914807,155,2,32
4500,900371,55,3,0
4501,900102,35,4,30
4502,912490,219,1,11
4503,903243,424,1,23
4504,906663,89,1,15
4505,913104,268,4,16
4506,906389,200,4,10
4507,904685,413,1,34
4508,908087,133,2,24
4509,902763,444,2,35
4510,907139,230,4,3
4511,902184,403,2,12
4512,904567,419,2,36
4513,909316,302,1,38
4514,910247,174,3,3
4515,908970,173,2,3
4516,908588,39,3,7
4517,900479,425,1,8
4518,907627,367,2,13
4519,909125,367,2,3
4520,908346,345,2,35
4521,908197,274,3,22
4522,908115,187,1,37
4523,905807,87,3,19
4524,900775,488,4,29
4525,901316,158,1,30
4526,907687,253,3,1
4527,909639,321,4,15
4528,908446,474,2,10
4529,902404,468,2,19
4530,906898,361,2,5
4531,903254,169,2,37
4532,911526,213,1,25
4533,903029,311,3,21
4534,913377,443,1,14
4535,914338,45,3,4
4536,907159,340,1,4
4537,900579,323,2,38
4538,908295,17,2,7
4539,901294,91,2,8
4540,902043,338,3,27
4541,914585,487,4,23
4542,904441,202,1,15
4543,907141,276,1,39
4544,902021,151,2,19
4545,911392,192,2,11
4546,902255,392,4,11
4547,909712,103,3,26
4548,903480,229,1,33
4549,912841,449,3,25
4550,914024,374,4,37
4551,904346,60,2,30
4552,902358,7,3,28
4553,907810,132,1,16
4554,901661,156,4,12
4555,914442,19,3,28
4556,903418,134,3,17
4557,913714,378,4,38
4558,914866,499,3,8
4559,906291,26,3,18
4560,900677,296,3,29
4561,906625,485,2,4
4562,908288,374,4,7
4563,912377,403,4,10
4564,912123,465,1,8
4565,912181,93,4,26
4566,904311,241,2,12
4567,912222,149,2,21
4568,902763,5,3,10
4569,906293,401,1,18
4570,910411,422,1,23
4571,907007,318,4,28
4572,903386,489,2,24
4573,903107,116,4,28
4574,913667,168,2,7
4575,903380,263,1,12
4576,911503,155,3,9
4577,908991,118,2,13
4578,901869,159,2,23
4579,904330,354,4,15
4580,907379,190,1,10
4581,908330,26,4,29
4582,900560,454,3,1
4583,903558,31,4,33
4584,902885,12,3,39
4585,906399,399,3,14
4586,910048,254,3,35
4587,905487,314,3,12
4588,911057,385,4,4
4589,911524,446,1,34
4590,913992,59,2,29
4591,901100,218,4,20
4592,900749,37,2,7
4593,912732,262,3,6
4594,914121,24,1,11
4595,905594,47,2,14
4596,906959,448,1,18
4597,908363,122,4,38
4598,910048,36,3,0
4599,912175,492,4,29
4600,914304,83,3,16
4601,902077,312,2,23
4602,904598,338,3,36
4603,910398,230,4,28
4604,900541,80,3,26
4605,906908,17,4,27
4606,904571,11,1,10
4607,908399,260,4,39
4608,901508,378,2,4
4609,900348,80,4,18
4610,913776,393,4,27
4611,911210,471,3,27
4612,901471,74,4,6
4613,900908,218,1,35
4614,906041,109,2,26
4615,905256,484,4,21
4616,907797,494,4,10
4617,909984,167,3,9
4618,902424,323,2,39
4619,911894,340,3,23
4620,906641,81,3,36
4621,908544,110,3,23
4622,910328,431,1,32
4623,906533,28,1,12
4624,901171,385,1,36
4625,903147,36,3,6
4626,914417,473,4,19
4627,913468,353,4,25
4628,905400,50,3,23
4629,903238,341,2,28
4630,914540,222,4,25
4631,910015,333,1,31
4632,900967,423,3,39
4633,907728,128,2,39
4634,901923,128,4,16
4635,902252,178,1,32
4636,904570,151,4,34
4637,908936,181,3,38
4638,909987,390,1,30
4639,910159,211,2,19
4640,905493,138,3,15
4641,904262,272,4,5
4642,900797,205,4,11
4643,909448,22,2,38
4644,914444,322,2,16
4645,910029,426,3,0
4646,912721,90,2,7
4647,902993,261,3,6
4648,912509,222,2,9
4649,908699,421,2,23
4650,907414,86,2,25
4651,913277,435,2,2
4652,912014,466,4,33
4653,905850,349,3,33
4654,902891,403,4,22
4655,904454,260,4,34
4656,906682,456,3,14
4657,911806,283,3,0
4658,908938,311,2,8
4659,908807,349,4,8
4660,912119,492,2,31
4661,904220,97,1,18
4662,911209,263,1,26
4663,909500,189,1,26
4664,912438,483,1,10
4665,906528,68,3,39
4666,900924,26,2,26
4667,908652,59,1,21
4668,902752,77,3,13
4669,905523,203,4,21
4670,909300,295,2,5
4671,908806,34,3,25
4672,903759,25,1,2
4673,906996,123,2,1
4674,903120,85,1,37
4675,911778,420,2,34
4676,907959,489,1,23
4677,908658,489,4,22
4678,911605,194,4,11
4679,903039,217,2,3
4680,902437,352,4,29
4681,909544,449,1,11
4682,904651,353,4,30
4683,914031,390,1,13
4684,910341,397,4,31
4685,913966,145,2,30
4686,908732,336,1,0
4687,901610,294,3,36
4688,912294,342,2,20
4689,906894,427,1,6
4690,914079,297,2,15
4691,902580,455,3,17
4692,901604,258,4,20
4693,904974,385,3,7
4694,901987,19,4,36
4695,905663,144,4,20
4696,903250,34,3,9
4697,905588,221,3,6
4698,903115,200,3,35
4699,902905,474,3,34
4700,914220,267,1,5
4701,908752,202,3,28
4702,907892,324,2,35
4703,904841,435,4,0
4704,906261,226,4,14
4705,903051,177,2,12
4706,902844,407,3,8
4707,903551,130,4,35
4708,902681,225,1,11
4709,901737,416,1,8
4710,907417,182,4,6
4711,913001,148,4,12
4712,912327,77,4,16
4713,911657,451,2,4
4714,911425,477,1,5
4715,912004,146,3,39
4716,903302,454,2,26
4717,913270,270,1,37
4718,914507,324,3,7
4719,913297,127,3,0
4720,909934,90,4,34
4721,903409,76,4,0
4722,909816,189,2,13
4723,913041,166,1,20
4724,901481,372,3,17
4725,911658,314,2,26
4726,904242,476,2,11
4727,905385,425,2,34
4728,909465,134,2,37
4729,911261,230,3,35
4730,909741,249,1,7
4731,911051,236,2,38
4732,905218,388,4,6
4733,902436,328,3,2
4734,908747,172,3,7
4735,905855,95,4,29
4736,913471,224,4,39
4737,903547,260,3,39
4738,911753,28,4,27
4739,905145,135,1,3
4740,904312,137,1,2
4741,909292,451,1,18
4742,905973,309,1,18
4743,911537,225,1,20
4744,914274,404,4,4
4745,907836,19,4,30
4746,913838,144,2,24
4747,914196,131,1,28
4748,900713,262,4,16
4749,901092,102,2,20
4750,904165,477,2,1
4751,904977,370,4,11
4752,906669,310,3,2
4753,909301,98,4,35
4754,910510,462,2,28
4755,907826,282,4,26
4756,901161,34,2,14
4757,907002,265,1,11
4758,900746,376,1,33
4759,908492,183,1,3
4760,904635,417,4,15
4761,905289,316,1,36
4762,911832,403,1,36
4763,905470,457,2,9
4764,914892,295,3,17
4765,911274,6,4,16
4766,901440,279,1,6
4767,904678,57,4,2
4768,911546,109,1,36
4769,901752,137,4,33
4770,905673,474,1,20
4771,910228,249,2,6
4772,912078,266,2,22
4773,914350,326,3,3
4774,913613,270,1,22
4775,901178,273,2,29
4776,901636,124,1,10
4777,911271,452,2,24
4778,900677,111,2,10
4779,908420,334,1,9
4780,913234,24,2,3
4781,907362,13,4,5
4782,906429,59,4,31
4783,913268,255,1,3
4784,901898,485,3,8
4785,913688,193,4,9
4786,901256,38,1,27
4787,914455,353,1,12
4788,903316,145,3,31
4789,900265,142,3,37
4790,907071,465,4,16
4791,910616,430,4,17
4792,901493,144,1,6
4793,903171,71,4,13
4794,903677,490,4,31
4795,908850,431,4,9
4796,905044,76,2,26
4797,907326,23,1,5
4798,914413,488,3,0
4799,908587,112,4,32
4800,908473,390,1,9
4801,906810,235,3,17
4802,911476,250,2,15
4803,909945,422,1,39
4804,903722,30,4,10
4805,914965,22,2,18
4806,900589,1,3,27
4807,907840,498,1,0
4808,911619,124,3,37
4809,914902,451,3,23
4810,911545,104,4,30
4811,913784,40,4,30
4812,908861,257,1,10
4813,901699,485,4,12
4814,908756,100,2,37
4815,905236,481,1,3
4816,910737,432,4,24
4817,905756,102,3,39
4818,911477,365,4,16
4819,900908,295,4,5
4820,913293,300,4,23
4821,904272,177,1,35
4822,906131,317,4,26
4823,906407,497,3,8
4824,902759,112,1,14
4825,908277,331,2,17
4826,910805,182,1,24
4827,913649,366,2,13
4828,906895,382,2,6
4829,901604,224,1,28
4830,906317,19,4,1
4831,912913,277,3,38
4832,912065,75,2,3
4833,910184,470,2,7
4834,912562,19,1,7
4835,905776,156,4,22
4836,906751,480,2,27
4837,912848,346,3,33
4838,903153,275,2,3
4839,907837,143,4,23
4840,906377,261,3,7
4841,905658,12,1,0
4842,905066,493,4,15
4843,904687,23,1,30
4844,908863,251,2,23
4845,909640,305,2,25
4846,910801,337,2,11
4847,914528,11,1,17
4848,912461,95,1,14
4849,911944,297,3,35
4850,903197,58,3,25
4851,900258,112,2,37
4852,900693,456,1,9
4853,909935,424,2,23
4854,900055,406,4,20
4855,908344,96,1,6
4856,906812,266,2,5
4857,901798,423,1,32
4858,902472,102,3,20
4859,906608,179,4,20
4860,903831,45,2,8
4861,901655,375,3,29
4862,904290,375,2,27
4863,914602,70,2,20
4864,902301,227,4,9
4865,913315,459,4,6
4866,907416,274,4,22
4867,909867,225,4,37
4868,910863,41,2,24
4869,910905,205,4,14
4870,900834,103,2,26
4871,909353,197,1,2
4872,910941,181,1,38
4873,905331,448,4,17
4874,904337,484,4,8
4875,902235,46,1,4
4876,913918,409,3,24
4877,914977,324,1,14
4878,903479,47,4,14
4879,909192,247,3,15
4880,911905,285,3,37
4881,905643,280,1,23
4882,901744,106,2,36
4883,901565,85,3,13
4884,906135,58,4,30
4885,906247,233,4,30
4886,907687,459,4,20
4887,902214,283,2,21
4888,900004,496,4,20
4889,912004,304,2,32
4890,903638,229,3,32
4891,904348,297,2,35
4892,907416,330,1,30
4893,900472,395,2,15
4894,907070,171,1,29
4895,910739,201,3,15
4896,902314,490,2,10
4897,909452,387,3,35
4898,910166,49,1,36
4899,905748,177,3,25
4900,905673,428,4,36
4901,901208,390,4,11
4902,913844,304,1,3
4903,905894,473,4,22
4904,913654,71,1,32
4905,901790,155,4,36
4906,910256,255,2,22
4907,913072,178,3,31
4908,903170,214,1,18
4909,905015,121,2,19
4910,911779,339,4,6
4911,903414,94,2,31
4912,900796,342,3,6
4913,907059,151,2,39
4914,911878,204,3,5
4915,907738,66,1,31
4916,907869,285,1,8
4917,912906,221,3,25
4918,901704,270,4,26
4919,902645,329,2,17
4920,903041,109,1,23
4921,904483,234,4,34
4922,900904,346,3,23
4923,901447,285,1,19
4924,912235,133,3,15
4925,903498,214,4,18
4926,905340,187,4,8
4927,905404,349,1,16
4928,909117,77,2,9
4929,902836,146,4,2
4930,914315,71,4,39
4931,911487,461,4,17
4932,912625,189,3,10
4933,905198,365,4,26
4934,910404,368,4,3
4935,912513,304,1,34
4936,904133,484,3,1
4937,911234,341,1,9
4938,903434,220,4,19
4939,913074,300,3,30
4940,914793,375,2,36
4941,903602,422,2,16
4942,901221,245,1,26
4943,912364,131,1,4
4944,904857,118,4,17
4945,903384,156,1,19
4946,906082,438,3,4
4947,910754,301,4,37
4948,901813,342,4,18
4949,902320,427,4,8
4950,900676,107,2,17
4951,900099,417,3,36
4952,905204,370,1,2
4953,914626,141,1,27
4954,900098,297,3,2
4955,909748,441,1,12
4956,911852,251,1,11
4957,901261,237,2,4
4958,900371,357,2,15
4959,901175,133,1,18
4960,904089,228,4,8
4961,906791,232,2,26
4962,907219,8,3,9
4963,904781,450,4,24
4964,904548,300,1,11
